Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
2017-11-21,ZZP281867,1,4105,QA Ltd,260000,Human Resources  ,,Corporate and Support Services,Digital by Design Technical,"13,220.00",102020,11078
2017-11-21,ZZP281880,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Public Libraries General,"9,715.00",402001,11329
2017-11-21,ZZP281921,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"6,946.24",202055,C.01117.203
2017-11-21,ZZP281923,1,12318,Vodafone Ltd (Diversionary),230000,Highway Equipment & Materials    ,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"21,350.85",202055,C.00987.203
2017-11-21,ZZP281925,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"11,625.20",401007,C.01179.201
2017-11-21,ZZP281926,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"8,900.25",401007,C.01179.201
2017-11-22,ZZP282016,1,1694,Network Rail Infras'ture Ltd,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,"48,581.75",401600,11975
2017-11-22,ZZP282017,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"36,066.52",202055,C.01117.203
2017-11-22,ZZP282018,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"31,611.91",202055,C.01117.203
2017-11-22,ZZP282019,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"32,603.73",202055,C.01117.203
2017-11-22,ZZP282021,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,5070 Barnes Hospital S278 - On Site,"196,355.00",401600,C.01145.203
2017-11-22,ZZP282023,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,"72,084.00",401007,C.00718.203
2017-11-22,ZZP282024,1,5835,Virgin Media Access Network Pl,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site","7,268.01",200304,C.00926.203
2017-11-23,ZZP282033,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,000.00",401020,12866
2017-11-23,ZZP282035,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,000.00",401020,12866
2017-11-23,ZZP282036,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"6,480.00",401020,12866
2017-11-23,ZZP282044,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Capital Expenditure,M&U - 29-35 Little Underbank,"10,810.00",401007,C.10904.004
2017-11-24,ZZP282125,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012D A6MARR CMM - Marple - Windlehurst Rd Traffic,"50,000.00",401600,C.01129.203
2017-11-27,ZZP282144,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 8,"8,432.71",202033,11274
2017-11-27,ZZP282179,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,Strategic Culverts - On Site,"9,210.49",401600,C.00818.203
2017-11-27,ZZP282180,1,757,Transport for Greater Manchest,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,"15,000.00",401020,C.00718.203
2017-11-27,ZZP282180,2,757,Transport for Greater Manchest,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,"5,000.00",401020,C.00718.203
2017-11-28,ZZP282297,1,683,AECOM Limited,150000,Consultancy   ,,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - F,"7,750.00",401007,C.00996.201
2017-11-30,ZZP282364,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"12,750.00",401020,12866
2017-11-30,ZZP282365,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"5,000.00",401020,12866
2017-11-30,ZZP282371,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,"7,789.36",401600,11975
2017-12-01,ZZP282455,1,5835,Virgin Media Access Network Pl,270000,Information Communication Technology  ,,Corporate and Support Services,IT Infrastructure,"66,913.00",402002,11324
2017-12-02,ZZP282460,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP Woodbank Park Cycle Path - Feasibility,"34,905.40",401007,C.00945.201
2017-12-02,ZZP282461,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design Framework Staff,"30,020.00",401020,11965
2017-12-04,ZZP282531,1,3529,Totally Local Company Ltd,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,"18,000.00",202032,11267
2017-12-04,ZZP282533,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"17,593.17",401600,C.01117.203
2017-12-04,ZZP282534,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255F CCAG2 - Hilltop Avenue Area 20mph Zone - On,"7,421.94",200304,C.01185.203
2017-12-04,ZZP282535,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Black Wheelie Bins,"10,850.00",400401,10864
2017-12-04,ZZP282535,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Green Wheelie Bins,"11,970.00",400401,10861
2017-12-04,ZZP282535,3,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,"10,850.00",400401,10863
2017-12-04,ZZP282535,4,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,"10,850.00",400401,10862
2017-12-04,ZZP282541,1,3529,Totally Local Company Ltd,110000,Catering  ,,Corporate and Support Services,Management Accounting,"42,656.81",400420,12872
2017-12-05,ZZP282546,1,4272,Civica UK Ltd,390000,Supplies and services,,Corporate and Support Services,Bentax,"25,000.00",401600,11139
2017-12-05,ZZP282601,1,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,"4,300.00",402001,11872
2017-12-05,ZZP282601,2,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,"9,600.00",402001,11872
2017-12-06,ZZP282657,1,7831,Transport for Gtr M/CR (HFAS),150000,Consultancy   ,,Capital Expenditure,1223 District Centre - Marple Centre Transport Stu,"11,700.00",401007,C.01105.201
2017-12-06,ZZP282657,2,7831,Transport for Gtr M/CR (HFAS),150000,Consultancy   ,,Capital Expenditure,1223 District Centre - Marple Centre Transport Stu,"1,155.00",401007,C.01105.201
2017-12-06,ZZP282660,1,7831,Transport for Gtr M/CR (HFAS),150000,Consultancy   ,,Capital Expenditure,STCAP 05 Phase 2 Project Management,"88,904.94",401007,C.01062
2017-12-06,ZZP282682,1,6342,GREATER MANCHESTER POLICE AUTH,999999,Fees and Charges,,Services to Place,Safer Partnerships,"5,790.00",401035,11088
2017-12-06,ZZP282699,1,2927,XMA Ltd,181800,Environmental Services Technical Equipment ,,Corporate and Support Services,I&C Schools Email & Internet,"5,327.70",400110,11418
2017-12-07,ZZP282723,1,11715,CBRE,150000,Consultancy   ,,Services to Place,Town Centre Development Team,"12,000.00",401007,10072
2017-12-07,ZZP282729,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Condition Works on Leisure Centres - Priestnall,"27,690.00",200123,C.11508.006
2017-12-07,ZZP282742,1,12307,Creative Heritage Consultants,190000,Facilities & Management Services  ,,Corporate and Support Services,Town Hall Events,"12,000.00",400700,11375
2017-12-08,ZZP282814,1,6278,Mantank Environmental Services,182020,Environmental Services Waste Management Toxic & Hazardous Waste,,Services to Place,Community,"5,000.00",201805,10900
2017-12-08,ZZP282823,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,"51,000.00",200123,C.11507.003
2017-12-08,ZZP282829,1,8241,Northgate Arinso UK Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,POD Core Staffing,"12,620.00",402001,12590
2017-12-08,ZZP282844,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site","56,132.69",200304,C.00926.203
2017-12-08,ZZP282845,1,8106,Tarmac Building Products Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site","30,978.46",200304,C.00926.203
2017-12-08,ZZP282846,1,5464,ELECTRICITY NORTH WEST LIMITED,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1013C A6MARR C&M Bram. Gilbert Lane Measures - Fea,"12,826.40",200304,C.01112.201
2017-12-08,ZZP282847,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site","9,000.00",200304,C.00926.203
2017-12-08,ZZP282848,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,5070 Barnes Hospital S278 - On Site,"27,000.00",200304,C.01145.203
2017-12-11,ZZP282920,1,3529,Totally Local Company Ltd,240000,Horticultural  ,,Capital Expenditure,Fvr A PROW Footpaths - On Site,"16,382.72",202030,C.01142.203
2017-12-11,ZZP282921,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"54,899.23",202055,C.00983.202
2017-12-11,ZZP282923,1,757,Transport for Greater Manchest,390000,Supplies and services,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"82,500.00",401600,C.00987.203
2017-12-11,ZZP282924,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,"42,875.00",200304,C.00996.203
2017-12-12,ZZP282947,1,757,Transport for Greater Manchest,390000,Supplies and services,,Capital Expenditure,SEMMMS Prep Costs - On Site,"15,578.50",401600,C.00718.203
2017-12-12,ZZP282998,1,7167,Cheshire East Borough Council.,230000,Highway Equipment & Materials    ,,Services to Place,Planned Patching Repairs,"5,081.22",202050,11988
2017-12-13,ZZP283018,1,10203,PINSENT MASONS LLP,280000,Legal Services  ,,Capital Expenditure,Borough Care  - General Costs,"6,005.50",401016,C.01073.001
2017-12-14,ZZP283107,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1012F A6MARR CMM - Marple - Quiet Lanes - On Site,"14,387.70",200304,C.01131.203
2017-12-14,ZZP283111,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,1013C A6MARR C&M Bram. Gilbert Lane Measures - Des,"20,410.25",401600,C.01112.202
2017-12-18,ZZP283217,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"9,776.92",200304,C.01117.203
2017-12-18,ZZP283254,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0527-107 Spring Gardens/Waterloo Road,"39,239.11",200304,C.01075.203
2017-12-18,ZZP283257,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,,Capital Expenditure,Schemes In Parks,"10,408.00",202032,C.10775
2017-12-19,ZZP283298,1,6857,SITEIMPROVE LTD,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,"6,833.25",402004,12503
2017-12-19,ZZP283343,1,7831,Transport for Gtr M/CR (HFAS),381600,Vehicle Management Hire/Leasing ,,Services to Place,Shuttle Bus,"221,224.19",300302,12685
2017-12-20,ZZP283372,1,11258,Hapus LTD,150000,Consultancy   ,,Corporate and Support Services,IT Head of Service,"7,000.00",401007,11073
2017-12-20,ZZP283390,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"21,010.72",401020,12866
2017-12-20,ZZP283391,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Corporate and Support Services,Bridgefield IE,"92,268.17",401020,12062
2017-12-20,ZZP283392,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Corporate and Support Services,Bridgefield IE,"25,406.50",401020,12062
2017-12-20,ZZP283393,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Corporate and Support Services,Bridgefield IE,"25,406.50",401020,12062
2017-12-20,ZZP283394,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Corporate and Support Services,Bridgefield IE,"28,906.60",401020,12062
2017-12-20,ZZP283395,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Corporate and Support Services,Bridgefield IE,"28,906.60",401020,12062
2017-12-20,ZZP283405,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"82,500.00",401600,C.00987.203
2017-12-21,ZZP283434,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"105,364.35",401020,12866
2017-12-21,ZZP283435,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,"40,280.00",401020,12866
2017-12-21,ZZP283478,1,8759,VAISALA  LTD,230000,Highway Equipment & Materials    ,,Services to Place,Planned Patching Repairs,"15,567.00",202050,11988
2017-12-21,ZZP283479,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"229,060.40",401600,C.01117.203
2017-12-22,ZZP283492,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,Flood Event 07/16 - ProW - Construction,"19,471.79",401600,C.01108.203
2017-12-22,ZZP283494,1,1222,Horticon Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Services to Place,ECS-Buildings Team,"212,040.58",200304,11961
2017-12-22,ZZP283495,1,814,United Utilities/Diversiona,390000,Supplies and services,,Capital Expenditure,Main Contractor DD - On Site,"1,021,421.62",401600,C.00880.203
2017-12-27,ZZP283507,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"6,123.75",202000,11280
2017-10-10,ZZS279752,1,1644,Tameside MBC,200000,Financial Services  ,,Corporate and Support Services,IT Head of Service,"7,100.00",402401,11073
2017-10-13,ZZS279954,1,909,DWF LLP,150000,Consultancy   ,,Corporate and Support Services,Legal Professional fees,"1,488.70",401020,12271
2017-10-13,ZZS279954,2,909,DWF LLP,150000,Consultancy   ,,Corporate and Support Services,Legal Professional fees,544,401020,12271
2017-10-13,ZZS279954,3,909,DWF LLP,150000,Consultancy   ,,Corporate and Support Services,Legal Professional fees,195.48,401020,12271
2017-10-13,ZZS279954,4,909,DWF LLP,150000,Consultancy   ,,Corporate and Support Services,Legal Professional fees,"9,544.26",401020,12271
2017-10-30,ZZS280680,1,2927,XMA Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Infrastructure,"5,925.00",402002,11324
2017-11-06,ZZS281089,1,1177,Copyright Licensing Agency,150000,Consultancy   ,,Corporate and Support Services,Legal Professional fees,"10,109.47",401020,12271
2017-12-11,ZZS282927,1,7979,Delib Limited,270000,Information Communication Technology  ,,Corporate and Support Services,Corporate Policy,"9,195.00",402001,12642
